track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
7xNQMlboWKQvUzI1FxG6Cs,Behemoth,The Satanist,Ora Pro Nobis Lucifer,44,335213,True,0.105,0.986,1,-4.138,1,0.108,1.51e-05,4.6e-05,0.0746,0.0591,176.042,4,death-metal
5sICkBXVmaCQk5aISGR3x1,Metallica,Metallica,Enter Sandman,81,331266,False,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,4,thrash-metal
0Yn8DDcuPgxX2zHNM6rfWm,Gaahls WYRD,The Humming Mountain,Awakening Remains - Before Leaving,18,437732,False,0.14,0.789,7,-7.672,1,0.0742,8.02e-06,0.977,0.353,0.0392,100.091,4,black-metal
6ursmCnbc9oDRGa2yHKkoZ,Sepultura,Roots,Roots Bloody Roots,62,212253,False,0.428,0.874,4,-6.664,0,0.128,0.000337,0.0419,0.311,0.261,119.708,4,thrash-metal
1fHpIPZ2kQdu8P5BvKLSjP,Asking Alexandria,The Death of Me,The Death of Me - Rock Mix,23,204817,False,0.383,0.973,11,-2.305,0,0.0691,2.92e-05,0.0,0.408,0.264,95.106,4,symphonic-metal
4QN84nnyjO2fhZMbrQJk1g,Annihilator,Metal,Alison Hell,0,300746,False,0.382,0.979,1,-6.113,0,0.0623,0.000213,0.00328,0.17,0.122,101.784,4,thrash-metal
09vdbE9riiqUAnS8RNSZ0z,Bodysnatcher,Behind The Crowd,Behind the Crowd,48,194208,True,0.436,0.917,1,-5.125,0,0.152,8.7e-05,0.00159,0.313,0.357,132.282,4,death-metal
2AuCk65ltMN2JlleGQDVqB,Upon A Burning Body,The World Is My Enemy Now,Fountain of Wishes,25,212453,False,0.337,0.994,1,-2.672,0,0.152,0.000117,0.0,0.182,0.133,110.542,4,death-metal
01cGujYWGF7JchJLSgf6Ta,Obituary,Cause of Death (Reissue),Chopped in Half,46,225360,False,0.257,0.989,10,-5.918,0,0.0867,6.72e-06,0.521,0.263,0.385,109.267,4,death-metal
64hNdcvvPXoa1FieLcmvgo,Black Pantera,Agressão,Prefácio,22,187904,False,0.569,0.854,11,-10.937,1,0.102,0.0144,0.0,0.67,0.408,99.029,4,death-metal
62FvxmmrGxBBEBI6yBkI0E,Suicide Silence,You Must Die,You Must Die,49,162894,True,0.365,0.979,11,-2.911,0,0.214,0.00132,0.000109,0.0803,0.231,123.953,4,death-metal
6aTxXPFOGzCHzVaN7rn1tH,Misery Signals,Post-Millennial Noise,The Failsafe,0,321880,False,0.262,0.957,10,-4.543,1,0.102,0.0227,0.415,0.211,0.0405,114.814,3,death-metal
5GqXOR9mrPWRmpRBiJPD24,Sunken,Livslede,Delirium,18,537544,False,0.353,0.363,7,-12.685,1,0.0333,0.00293,0.836,0.1,0.0777,89.999,4,black-metal
6BOMtKJHWv7ckkV7QN9lCj,Power From Hell,Devil's Whorehouse,Old Metal,20,201131,False,0.331,0.834,7,-9.069,1,0.0752,3.56e-06,0.948,0.0791,0.44,78.337,4,black-metal
2T8a22ObBmveYxlo98dBIA,Therion,Sitra Ahra,Unguentum Sabbati,19,309986,False,0.521,0.94,7,-4.8,1,0.0627,0.0116,0.000108,0.0988,0.206,115.913,4,symphonic-metal
6KRyTDrXw3InXjfnOB3iCR,Distinguisher,Under the Weight of Things I Couldn't Change,Without End,22,154000,True,0.307,0.995,1,-1.696,1,0.274,0.00015,0.0416,0.187,0.114,197.087,4,death-metal
20uDfvpjbtEFz4AeC9O7AQ,Megadeth,Halloween Metal Nights,"The Sick, The Dying… And The Dead!",2,304053,False,0.303,0.976,5,-3.583,0,0.225,0.00266,0.135,0.0707,0.193,88.536,4,thrash-metal
2uWUu4IDtlb3lbBXnMHP8a,Sabbat,Evoke,Godz Of Satan,20,286879,False,0.238,0.976,0,-7.747,1,0.151,0.00158,0.263,0.0969,0.158,89.477,4,thrash-metal
6tUzFC7gqFurOE3DY3vaO6,Epica,Live At Paradiso,The Phantom Agony - Live At Paradiso,25,653187,False,0.177,0.772,4,-8.065,0,0.159,0.0219,0.0151,0.688,0.0961,169.494,3,symphonic-metal
0Jt4oMpZKEFRrHYBNglgzt,Dissection,Reinkaos,Maha-Kali,40,366333,False,0.571,0.853,1,-4.733,0,0.0303,3.37e-05,0.126,0.0919,0.648,109.019,4,death-metal
4GSjFSK1SM78wPTVbsSB0S,Within Temptation;Jacoby Shaddix,The Reckoning,The Reckoning,53,251106,False,0.31,0.825,1,-4.53,1,0.0563,0.00356,0.0,0.641,0.475,89.885,4,symphonic-metal
1FPSkRkDlthbAceSIIWc4C,Metallica,Master Of Puppets (Deluxe Box Set / Remastered),Welcome Home (Sanitarium) - Remastered,59,387146,False,0.306,0.766,0,-9.693,1,0.0329,0.000324,0.101,0.102,0.42,96.668,4,thrash-metal
2o62Vcp8ssmCES8M9ncuL8,Malevolence,Self Supremacy,Outnumbered,24,181755,True,0.368,0.973,0,-1.864,1,0.134,0.000496,1.25e-05,0.218,0.293,106.722,3,death-metal
28WmNsclKsrVmdv3tDmoYU,Metallica,Kill 'Em All (Remastered),Seek & Destroy - Remastered,69,414720,False,0.445,0.964,9,-5.493,1,0.282,0.037,0.0132,0.0773,0.448,140.817,4,thrash-metal
2jz9uL1m8Ke92TU8qV2PKU,Epica,Live At Paradiso,Façade of Reality - Live At Paradiso,26,529239,False,0.327,0.876,8,-6.83,1,0.0812,0.0177,0.00723,0.765,0.26,177.882,3,symphonic-metal
4PgjfAQVdKbPiJDhDxcu8i,Epica;Jan Chris de Koeijer,Live At Paradiso,Consign To Oblivion - Live At Paradiso,24,695090,False,0.472,0.834,5,-7.19,1,0.0495,0.0293,0.000514,0.696,0.142,90.032,4,symphonic-metal
6hFxmjaYW1UZpUFtd4brjm,Epica,Design Your Universe (Gold Edition: Deluxe Edition),The Price of Freedom - Interlude,21,73362,False,0.498,0.616,0,-13.402,1,0.06,0.792,0.791,0.956,0.113,126.021,1,symphonic-metal
3xa5qphZHzkUVTQmvqxZ82,Within The Ruins,Black Heart,RCKLSS,23,268750,False,0.13,0.95,2,-5.367,1,0.225,0.00652,0.118,0.145,0.0477,199.532,4,death-metal
4OcselaNWxmd2leSIlT2Uu,Akitsa,Grands Tyrans,Naufrage Contemporain,20,264340,False,0.245,0.991,3,-7.851,1,0.0483,0.000306,0.893,0.197,0.031,194.789,4,black-metal
0Cubl3v1HBvVdsGpGpHrOD,Black Sabbath,The Mob Rules (2021 Mix),The Mob Rules (2021 Mix),0,204213,False,0.302,0.96,6,-6.242,0,0.0866,0.00052,0.000588,0.261,0.373,144.712,4,thrash-metal
3HCzXf0lNpekSqsGBcGrCd,Nightwish,Imaginaerum,I Want My Tears Back,48,307533,False,0.492,0.959,4,-3.721,0,0.064,0.00065,0.00013,0.0524,0.558,139.968,4,symphonic-metal
0hYluuaTZEu95xFDSwFWl5,Panopticon,Kentucky,Killing the Giants as They Sleep,19,744720,False,0.0728,0.873,10,-9.159,0,0.127,0.000941,0.755,0.608,0.0375,177.672,5,black-metal
5stvXtndN1qb5ZjfNgvP34,Hypocrisy,Virus,Craving for Another Killing,19,230160,False,0.441,0.996,1,-4.058,0,0.157,1.17e-06,0.00376,0.337,0.0861,114.968,4,black-metal
2ilMGd1JXL1xBXz0IgZL6J,Absu,Tara,She Cries The Quiete Lake,17,250973,False,0.212,0.994,8,-6.043,1,0.125,5.59e-05,0.879,0.304,0.35,89.235,4,black-metal
1A2MvoVOlxlPlPKJGrKjGY,Chelsea Grin,Desolation Of Eden,Recreant,50,266826,True,0.514,0.935,9,-4.614,1,0.177,0.00104,0.00552,0.255,0.205,125.02,4,death-metal
6GouRVZ275NAcveDfHW8Z1,The Contortionist,Early Grave,Early Grave,43,231220,False,0.202,0.827,7,-5.838,0,0.0892,0.00148,0.00556,0.0781,0.363,153.247,3,death-metal
5D14Kvd3GbWhZqKF2tp8MK,Nervosa,Perpetual Chaos,Under Ruins,26,237941,False,0.54,0.91,0,-8.081,1,0.0516,3.37e-05,0.000125,0.104,0.104,125.018,4,death-metal
7dU9Z24yR9AKuS9cAe2Tj7,Dying Fetus,Reign Supreme,Subjected to a Beating,46,293386,False,0.231,0.983,8,-5.199,1,0.0977,0.000254,0.059,0.506,0.336,161.044,4,death-metal
6b6uLZsoGhObYexIxnRbIb,Megadeth,Rust In Peace (Expanded Edition),Hangar 18 - Remastered,63,311200,False,0.248,0.988,2,-3.74,1,0.144,5.87e-05,0.84,0.323,0.149,115.301,4,thrash-metal
63Uyol7YBYfdHpJ9HJDmhN,Hypocrisy,End of Disclosure,44 Double Zero,20,267851,False,0.35,0.891,10,-6.373,0,0.0667,7.8e-06,0.849,0.129,0.179,149.938,4,black-metal
3RuIhrs6JiJOBQDLtqiJXs,Therion,Cover Songs 1993-2007,Crying Days - 2000,18,271760,False,0.467,0.643,6,-4.501,0,0.0328,0.000542,0.0405,0.334,0.153,120.064,4,symphonic-metal
2dXsILW8gzkosqleHAvl0v,Metallica,Ride The Lightning (Remastered),For Whom The Bell Tolls - Remastered,73,309973,False,0.518,0.858,0,-6.147,1,0.0672,0.00563,0.00349,0.0598,0.249,117.897,4,thrash-metal
0XHnYbXteyBDfVvk9EGaPu,Asking Alexandria,See What’s On The Inside,Never Gonna Learn,57,198041,True,0.274,0.922,1,-3.663,0,0.0593,0.000115,0.0,0.123,0.366,105.132,4,symphonic-metal
5pFg6HasOgUtvo8o1o03Mp,Midnight,Complete and Total Hell,I Am Violator,18,197680,False,0.188,0.972,11,-3.561,0,0.176,1.2e-05,0.00262,0.108,0.166,125.074,1,black-metal
7MvuFyAPlXazo6NUuei5Di,Therion,Les Fleurs du mal,Lilith,26,148626,False,0.328,0.8,7,-4.682,1,0.0374,0.00193,0.00171,0.265,0.428,81.455,4,symphonic-metal
5ayf7MiGb4OleRyIg8wOn5,Therion,The Miskolc Experience (Live),Draconian Trilogy - Live in Miskolc,20,517600,False,0.403,0.693,2,-7.506,0,0.0301,0.0091,0.479,0.93,0.169,95.052,4,symphonic-metal
4nJzTpnrmdSw6QuAXnZh4S,Betraying The Martyrs,Black Hole,Black Hole,56,231762,False,0.518,0.861,6,-6.998,0,0.0493,0.00189,0.000539,0.0747,0.317,100.08,4,death-metal
6fD8ugOa1yUsW8lGnLFSCZ,Varials,Failure//Control,308,22,180000,True,0.418,0.954,1,-5.608,1,0.104,1.82e-05,0.287,0.312,0.185,92.459,4,death-metal
7EtQ5CqjSRgItuTYXeEtc9,Orbit Culture,Vultures of North,Vultures of North,54,278181,False,0.402,0.912,9,-3.108,1,0.0711,2.07e-05,0.0165,0.159,0.217,176.007,4,death-metal
5l5XKQmo9M0XHdNAPddq0i,Surra,Bica na Cara,Vida de Babaca,22,135893,True,0.362,0.994,6,-1.722,1,0.126,0.038,0.000268,0.36,0.454,103.668,4,death-metal
5FuSVfwydyOF2ikIRdTBj8,Eldamar,The Force of the Ancient Land,The Border of Eldamar,19,801287,False,0.405,0.428,4,-8.845,0,0.0295,0.00189,0.944,0.289,0.103,99.994,4,black-metal
3leX6DLRl06RD1effNpB0Q,Wormwood,Arkivet,The Archive,22,429540,False,0.424,0.948,9,-6.401,0,0.096,0.0002,0.00104,0.111,0.134,136.047,4,black-metal
6bcIyAwnUIF34YelBWqMrS,Therion,Les Épaves,L'amour est bleu - Mellow Version,22,207306,False,0.556,0.675,7,-5.169,1,0.0238,0.0248,0.0016,0.144,0.357,105.024,4,symphonic-metal
22GbAGb80ZZNgm2yrBMnpR,Metallica,Metallica,Wherever I May Roam,66,403866,False,0.55,0.824,9,-7.848,0,0.0347,0.000362,0.00115,0.0865,0.332,131.387,4,thrash-metal
6nswV1Lz3OZkaiCJfmVUOa,Metallica,Reload,The Unforgiven II,66,396440,False,0.497,0.89,8,-4.559,0,0.0445,0.00055,0.00129,0.255,0.249,133.047,4,thrash-metal
0HePrRuNswH5vUk7LgEMDZ,Midnight,Sweet Death and Ecstasy,Poison Trash,18,197224,True,0.111,0.982,8,-3.348,1,0.0949,3.47e-05,0.000157,0.105,0.178,169.426,4,black-metal
2vnqCuzEiphRxmqeNwoMM5,Suicidal Tendencies,Freedumb,Hippie Killer,30,189906,False,0.464,0.991,5,-4.083,1,0.0817,0.00456,0.0,0.172,0.394,97.341,4,thrash-metal
5WSqNyypJ0hITVpvJMetqQ,Thurisaz,Scent of a Dream,Years of Silence,49,431293,False,0.26,0.738,1,-7.454,0,0.0378,0.283,0.0782,0.0799,0.242,117.157,3,black-metal
0v3WyEt2g04WFpfVwcnfXm,Candlemass,Epicus Doomicus Metallicus,Solitude,49,338440,False,0.229,0.704,9,-4.692,1,0.0342,0.000135,0.000384,0.15,0.179,74.6,4,death-metal
5LyRtsQLhcXmy50VXhQXXS,Megadeth,Rust In Peace (Expanded Edition),Holy Wars...The Punishment Due - Remastered,69,392600,False,0.325,0.985,11,-3.941,1,0.151,0.00177,0.107,0.351,0.221,125.307,4,thrash-metal
0iOBEYsK8sNboeXr4RvDdu,Kvelertak,Splid,Delirium tremens,18,490886,True,0.327,0.941,4,-7.591,0,0.107,3.78e-05,0.88,0.236,0.093,80.2,4,black-metal
1nsmgPBGEqwseR25HqcjK5,Benediction,Scriptures,Tear Off These Wings,21,259820,True,0.218,0.995,8,-5.973,1,0.1,2.78e-05,0.536,0.34,0.204,145.233,4,death-metal
0snhTvHSZ5ACrvdcVWeCDS,Make Them Suffer,How To Survive A Funeral,Erase Me,51,224610,False,0.488,0.903,6,-5.244,1,0.0698,0.000103,0.000219,0.218,0.189,94.037,4,black-metal
3iVv2yAUAlh6rzVrqV55xU,Bleeding Through,The Truth,For Love And Failing,23,213640,True,0.268,0.985,4,-2.406,0,0.211,0.000907,0.0,0.361,0.121,144.854,4,death-metal
2aaClnypAakdAmLw74JXxB,Sepultura,Metal,Arise,0,198226,False,0.371,0.961,9,-6.765,0,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,4,thrash-metal
1FUyPiN2gSCXDNVuD5MgvE,Vintersorg,Cosmic Genesis,The Enigmatic Spirit,20,283386,False,0.579,0.534,9,-8.287,0,0.0406,0.226,0.0,0.1,0.145,120.01,4,black-metal
0lx2eqqsCRaTHlUU0PPZ5O,Within Temptation;Annisokay,Shed My Skin,Shed My Skin (feat. Annisokay),53,270479,False,0.476,0.941,4,-3.488,0,0.0697,0.000224,5.5e-06,0.0999,0.222,93.478,4,symphonic-metal
28xBhJANeXqB22ATSpTYiv,Moonspell,Wolfheart [Deluxe Edition (re-mastered & live versions)],Ataegina - re-mastered version,21,240133,False,0.47,0.799,4,-5.456,0,0.0317,0.00279,0.489,0.633,0.101,130.94,4,black-metal
5IZHpZCVn1GnoPlODpsfmx,Burzum,Det Som Engang Var,Lost Wisdom,43,278173,False,0.235,0.71,4,-7.075,0,0.0535,0.000242,0.806,0.0642,0.182,134.746,4,black-metal
13TqvB91x3vY05Ym9OJ9It,Astronoid,Astronoid,Fault,17,334000,False,0.379,0.93,0,-8.233,1,0.102,0.000124,0.208,0.0771,0.0396,155.01,4,black-metal
0qwMoAstkTXlWE8lQJBRzY,SLANDER;Crankdat;Asking Alexandria,Kneel Before Me,Kneel Before Me,54,201600,False,0.596,0.97,11,-2.7,0,0.0691,0.00208,0.00419,0.101,0.279,150.003,4,symphonic-metal
14JG4VbsqeLsFuDJlkybOT,Cradle Of Filth,From The Cradle To Enslave,From the Cradle to Enslave,48,397160,False,0.342,0.926,7,-6.313,0,0.0939,3.96e-05,0.683,0.186,0.0972,147.313,4,black-metal
7MvuFyAPlXazo6NUuei5Di,Therion,Les Fleurs du mal,Lilith,26,148626,False,0.328,0.8,7,-4.682,1,0.0374,0.00193,0.00171,0.265,0.428,81.455,4,symphonic-metal
1Q2m9FSjgRdE6fQIXhNSLH,Delain,Interlude,Collars and Suits,21,281093,False,0.459,0.881,1,-5.597,0,0.19,0.000386,0.000493,0.0515,0.324,140.076,4,symphonic-metal
1ta6KHy4yuGSxW3mKNcvZN,Rotting Christ,Triarchy of the Lost Lovers,One With the Forest,18,273733,False,0.29,0.922,6,-7.833,0,0.051,4.48e-05,0.783,0.0749,0.323,137.527,4,black-metal
20uDfvpjbtEFz4AeC9O7AQ,Megadeth,Halloween Metal Nights,"The Sick, The Dying… And The Dead!",2,304053,False,0.303,0.976,5,-3.583,0,0.225,0.00266,0.135,0.0707,0.193,88.536,4,thrash-metal
7ewvRAerH1lASqFO76svOL,Desaster,Churches Without Saints,Learn to Love the Void,18,238000,False,0.227,0.962,8,-6.199,1,0.219,1.81e-06,0.349,0.0809,0.434,92.738,4,black-metal
6orPCwBWW9Li0CBseEcDHJ,Portrayal of Guilt,CHRISTFUCKER,Possession,20,242055,False,0.283,0.873,6,-7.383,1,0.103,0.000396,0.663,0.151,0.256,129.905,3,black-metal
45QBxSzECtkZ6oiOP5etEw,Nordjevel,Nordjevel,Denne Tidløse Krigsdom,16,265333,True,0.312,0.952,1,-5.986,1,0.188,1.99e-05,0.825,0.234,0.0375,119.925,3,black-metal
4Qe4jyrOpoUeph5U8gwwxA,Avantasia,"The Metal Opera, Pt. I",Farewell,49,392400,False,0.457,0.645,11,-5.97,1,0.0267,0.00388,0.0,0.185,0.148,98.679,3,symphonic-metal
1GzwDazWVTlh2GxPiCTAPc,Hypocrisy,Hypocrisy,Apocalyptic Hybrid,21,244533,True,0.366,0.97,2,-7.273,0,0.0836,1.64e-06,0.0533,0.415,0.0664,122.419,4,death-metal
0Y32zGpqjKqDVZNelcqILu,Sólstafir,Svartir Sandar,Stormfari,17,217533,False,0.265,0.932,5,-2.794,1,0.123,0.0302,0.434,0.112,0.175,75.024,4,black-metal
0Fk2NcRQpungRyAx9Y6KTk,Asking Alexandria,Stand Up And Scream,A Prophecy,58,213640,True,0.233,0.943,2,-3.443,0,0.171,0.00878,0.0,0.359,0.0501,149.992,4,symphonic-metal
0QSx3sQoHPNUfg2vwh5tOi,Therion,Theli,Nightside of Eden,25,449280,False,0.439,0.739,9,-7.746,1,0.0339,0.000155,0.0458,0.227,0.308,138.986,4,symphonic-metal
1bMvYcb56PjZmxjvAxckGz,Deströyer 666,Wildfire,Wildfire,17,212040,False,0.126,0.993,1,-4.156,1,0.117,0.00123,0.906,0.0879,0.0377,180.015,4,black-metal
6KQ7xFNoyUdTR12ZtEpIBB,Månegarm,Fornaldarsagor,Krakes sista strid,17,458747,False,0.203,0.876,7,-4.834,1,0.0388,9.7e-06,0.00137,0.335,0.332,140.014,3,black-metal
4WJTKbNJQ41zXnb84jSWaj,Sepultura,Groove Metal Roots & Branches,Roots Bloody Roots,0,212253,False,0.435,0.874,0,-6.664,1,0.123,0.000337,0.0419,0.311,0.265,120.167,4,thrash-metal
430b2oO6J44m39VBLKE2De,Vargrav,Reign in Supreme Darkness,In Streams from Great Mysteries,17,354051,False,0.124,0.871,0,-8.292,1,0.0806,1.65e-05,0.908,0.37,0.0359,82.308,3,black-metal
6WuqJLVZcyJklg7lIozAO8,Cradle Of Filth,Nymphetamine Special Edition,Nymphetamine Fix,54,302360,False,0.462,0.905,0,-3.825,0,0.0438,0.00066,0.0402,0.0839,0.253,122.925,3,black-metal
7H65hYIqd6bb3q57tUBiI5,At The Gates,To Drink From The Night Itself,Daggers of Black Haze,22,282133,False,0.202,0.909,4,-6.283,0,0.0609,6.76e-06,0.847,0.142,0.325,114.948,4,death-metal
4aYLAF6ckQ5ooGGGM7sWAa,Metallica,Metallica,The Unforgiven,74,386493,False,0.54,0.584,7,-9.579,1,0.0254,0.0108,0.00296,0.253,0.244,139.261,4,thrash-metal
3Da5CbGVl354ZoVhOaUUEW,SuidAkrA,Book of Dowth,Over Nine Waves,45,117960,False,0.261,0.954,1,-5.707,1,0.0795,1.98e-05,0.744,0.757,0.0776,174.949,4,black-metal
4WJTKbNJQ41zXnb84jSWaj,Sepultura,Groove Metal Roots & Branches,Roots Bloody Roots,0,212253,False,0.435,0.874,0,-6.664,1,0.123,0.000337,0.0419,0.311,0.265,120.167,4,thrash-metal
3xDalRZsaBGpjlaOAD5l1R,Finntroll,Jaktens Tid,Födosagan,24,302866,False,0.409,0.97,4,-5.346,1,0.0574,6.21e-06,0.0582,0.309,0.392,136.395,4,death-metal
0J1SNj1evDHEYHZzHT7Zps,Aversions Crown,Hell Will Come for Us All,Caught in the System,21,240381,False,0.41,0.946,5,-3.776,1,0.066,0.00692,0.0,0.35,0.0781,135.036,4,black-metal
39k3wsNvgJ9dEyhPPraXzZ,Xanthochroid,Blessed He With Boils,Long Live Our Lifeless King,16,535133,False,0.271,0.815,9,-7.045,0,0.06,0.00013,0.105,0.412,0.11,126.994,4,black-metal
4ylGrwZtV1LlXtCYKldorX,Epica,The Solace System,Decoded Poetry,23,385556,False,0.469,0.931,7,-5.361,1,0.0463,0.000154,0.0501,0.341,0.383,91.981,4,symphonic-metal
0XikAPBz2QDHjZxDQCGe06,Midnight,Shox of Violence,Who Gives a Fuck?,19,175667,True,0.228,0.971,10,-4.048,0,0.0798,3.51e-06,0.75,0.152,0.628,160.195,4,black-metal
6uwjUM0Y0NfPmLBKVAbUXW,Nightwish,Dark Passion Play,Bye Bye Beautiful,47,254615,False,0.489,0.873,9,-5.38,1,0.045,0.000127,0.000778,0.108,0.386,148.046,4,symphonic-metal
0njSyA8BBKgkX0ihQcqeN7,Les Discrets,Septembre et ses dernières pensées,Song for Mountains,39,358866,False,0.42,0.894,8,-6.813,0,0.0609,0.00714,0.526,0.336,0.198,139.967,3,black-metal
39lsUA9UsXxOly6beQTDmq,Within The Ruins,Elite,New Holy War,20,222093,False,0.524,0.982,11,-3.318,1,0.112,0.00203,0.00103,0.186,0.37,119.976,3,death-metal
1gUrib1Zs9FCjWQhqQX6dh,Eisregen,Marschmusik,Fleischbrand,24,329426,False,0.446,0.939,9,-6.032,1,0.0771,2.06e-05,0.00343,0.354,0.315,140.049,4,death-metal
0qwMoAstkTXlWE8lQJBRzY,SLANDER;Crankdat;Asking Alexandria,Kneel Before Me,Kneel Before Me,54,201600,False,0.596,0.97,11,-2.7,0,0.0691,0.00208,0.00419,0.101,0.279,150.003,4,symphonic-metal
0aSUQTpQ4JsXPKh4xpTtoK,LIK,Misanthropic Breed,Faces of Death,18,213493,False,0.269,0.986,6,-5.581,0,0.163,1.36e-06,0.00359,0.343,0.174,164.093,4,black-metal
4ps1FV7eEM3WE9JzqwQn0s,Mercyful Fate,Return of the Vampire,Burning the Cross,23,527466,False,0.23,0.842,4,-9.015,0,0.048,0.0177,0.623,0.196,0.549,142.633,4,death-metal
5IX4TbIR5mMHGE4wiWwKW0,Metallica,...And Justice For All,One,73,447440,False,0.437,0.695,7,-9.447,1,0.0617,0.00111,0.0857,0.124,0.413,102.178,3,thrash-metal
24cUJMEiMkGfdhTgt2ZUgV,Halestorm,Rock - Best of 2022,The Steeple,4,207445,False,0.43,0.981,5,-2.929,1,0.0744,0.00014,5.45e-06,0.287,0.585,157.01,4,symphonic-metal
3WqC2pXnXyQHV6sxpKmiLk,Burgerkill,Killchestra,Only the Strong,28,349013,True,0.513,0.941,5,-7.257,0,0.0709,6.79e-06,0.0249,0.165,0.251,121.891,3,death-metal
1uUq5kvGpoH5HTyw3nuh4X,Vader;Maciej Taff,Necropolis,Fight Fire With Fire,49,245853,False,0.404,0.996,6,-2.738,1,0.141,4.34e-06,0.162,0.303,0.185,187.018,4,black-metal
2aaClnypAakdAmLw74JXxB,Sepultura,Metal,Arise,0,198226,False,0.371,0.961,9,-6.765,0,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,4,thrash-metal
2YTwVDQOSGclX2N3AKetOP,Metallica,Kill 'Em All (Deluxe / Remastered),The Four Horsemen - Remastered,60,432546,False,0.224,0.938,0,-6.907,1,0.408,0.00157,0.0765,0.106,0.327,203.79,4,thrash-metal
16QKHy8t8ahorxJd2Gn2Eu,Nightwish,From Wishes To Eternity (Live),The Pharaoh Sails To Orion - Live,21,399733,False,0.191,0.978,7,-3.395,1,0.0987,0.000112,0.00649,0.964,0.269,155.759,4,symphonic-metal
0BuW9fqt8OwlvrId32gH10,The Contortionist,Language,Language I: Intuition,47,324106,False,0.304,0.737,5,-5.976,0,0.0379,0.0143,0.74,0.279,0.156,97.583,3,death-metal
755bvJDSA3LNcNuFgBT9LK,Black Sabbath,Paranoid,Iron Man (2009 - Remaster),37,354213,False,0.334,0.828,9,-9.168,1,0.0985,0.00312,0.0043,0.0949,0.515,157.891,4,thrash-metal
1955ZZJe1TzmSR0TomnNjI,Megadeth,Halloween Spooky Party 2022,Symphony Of Destruction,0,246733,False,0.61,0.889,4,-5.452,0,0.0585,0.000794,0.0865,0.0657,0.506,139.903,4,thrash-metal
7qCHqtiSiX3T09ErW718yQ,J Balvin;Metallica,Wherever I May Roam,Wherever I May Roam,54,158573,False,0.685,0.731,5,-6.121,1,0.033,0.00217,0.0,0.372,0.171,128.968,4,thrash-metal
61Hd6XNqSpreYVEiMkaHvq,Opeth,Damnation,Death Whispered a Lullaby,44,349746,False,0.567,0.445,7,-7.226,1,0.0283,0.0207,0.000887,0.0882,0.143,149.985,4,death-metal
07eSFBlsPsdyi6GPofl6Y9,Darkthrone,Arctic Thunder,Deep Lake Trespass,18,288491,False,0.294,0.998,11,-4.266,1,0.162,1.69e-05,0.352,0.152,0.0339,133.99,4,black-metal
1AHKz2rFjUWKyC7D2nir5Q,Overkill,Groove Metal Roots & Branches,Dreaming in Columbia,0,240960,False,0.513,0.955,6,-6.854,0,0.0673,0.00047,0.687,0.0419,0.417,132.112,4,thrash-metal
4XBtYPGMAYJkuJu2w4pmYl,Within Temptation,The Unforgiving,Faster,61,263973,False,0.505,0.932,6,-2.894,0,0.0412,0.00115,0.000195,0.135,0.486,120.008,4,symphonic-metal
69Yia3qCLw6N9U80WhLwLn,Death,The Sound of Perseverance - Reissue,Voice of the Soul,58,223933,False,0.158,0.572,7,-6.293,0,0.0346,0.000926,0.893,0.144,0.347,79.176,3,death-metal
2hh0DDX5PQH8xvS02VHSbP,DeadSquad,Catharsis,Augmented Devastation,25,163905,False,0.26,0.956,8,-3.577,1,0.191,6.4e-05,0.716,0.0828,0.104,130.582,3,death-metal
1yk4Uky6oS50wHByc90zsq,Kvelertak,Kvelertak,Utrydd Dei Svake,25,382893,True,0.364,0.747,9,-4.582,1,0.057,0.000163,0.75,0.102,0.117,161.953,4,black-metal
7c0k1qJjbnu3cvGLcxPs52,Warmoon Lord,Battlespells,The Key of The Moonpiercer,20,415491,False,0.167,0.855,0,-13.9,1,0.0575,1.79e-05,0.883,0.116,0.0757,154.105,4,black-metal
0WTc2jsUgF4Y2MOz0aYvsR,Megadeth,Hidden Treasures,Paranoid,65,152600,True,0.355,0.973,4,-7.004,0,0.071,0.000359,0.154,0.142,0.628,187.385,4,thrash-metal
6wbbbTyX0vqVN85ZwiRIm3,Burgerkill,Beyond Coma and Despair,Atur Aku,36,273880,True,0.462,0.98,4,-5.191,0,0.0912,0.00015,0.0278,0.138,0.244,99.827,4,death-metal
5BPt6TIksOE5kpBR9QQO9n,Centinex,Redeeming Filth,Death Glance,20,144822,False,0.369,0.959,10,-4.954,0,0.107,3.57e-06,0.905,0.187,0.401,154.752,4,death-metal
2pEqnB3FpBHDKJrsXI93Jf,Amorphis,Circle (Bonus Version),Shades of Grey,21,327814,False,0.394,0.885,9,-4.079,0,0.0575,8.68e-05,0.856,0.0956,0.349,135.024,4,death-metal
5faD0zZ9fMa3J5ZN3lIWtp,Entombed,Left Hand Path,Left Hand Path,46,399093,False,0.166,0.927,7,-8.797,1,0.0736,3.94e-06,0.651,0.344,0.219,131.984,4,death-metal
